op_number,file,line,model,operation,hint_from_scanner,verdict,evidence_lines_read,evidence_quote,verified_at,verified_by
156,./server/src/services/advanced/jitAccessService.ts,1164,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/jitAccessService.ts:1162-1230,"organizationId: session.organizationId;",2026-05-25T16:30:00Z,L7_chunk_04
157,./server/src/services/advanced/jitAccessService.ts,1188,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/jitAccessService.ts:1186-1230,"organizationId: session.organizationId;",2026-05-25T16:30:00Z,L7_chunk_04
158,./server/src/services/advanced/ldapPermissionService.ts,598,N/A,.delete(,CHILD_ENTITY_NO_ORG,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/ldapPermissionService.ts:595-610,"this.pendingResponses.delete(msgId);",2026-05-25T16:30:00Z,L7_chunk_04
159,./server/src/services/advanced/ldapPermissionService.ts,616,N/A,.delete(,CHILD_ENTITY_NO_ORG,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/ldapPermissionService.ts:612-626,"this.pendingResponses.delete(msgId);",2026-05-25T16:30:00Z,L7_chunk_04
160,./server/src/services/advanced/ldapPermissionService.ts,659,N/A,.delete(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/ldapPermissionService.ts:644-697,"this.pendingResponses.delete(msgId);",2026-05-25T16:30:00Z,L7_chunk_04
161,./server/src/services/advanced/ldapPermissionService.ts,689,N/A,.delete(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/ldapPermissionService.ts:644-697,"this.pendingResponses.delete(msgId);",2026-05-25T16:30:00Z,L7_chunk_04
162,./server/src/services/advanced/ldapPermissionService.ts,694,N/A,.delete(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/ldapPermissionService.ts:644-697,"this.pendingResponses.delete(msgId);",2026-05-25T16:30:00Z,L7_chunk_04
163,./server/src/services/advanced/ldapPermissionService.ts,1061,N/A,.delete(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/ldapPermissionService.ts:1051-1068,"this.roleMappings.delete(adGroupDN);",2026-05-25T16:30:00Z,L7_chunk_04
164,./server/src/services/advanced/ldapPermissionService.ts,1483,N/A,.delete(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/ldapPermissionService.ts:1479-1492,"if (now - entry.timestamp > this.CACHE_TTL_MS) this.permissionCache.delete(key);",2026-05-25T16:30:00Z,L7_chunk_04
165,./server/src/services/advanced/ldapPermissionService.ts,1486,N/A,.delete(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/ldapPermissionService.ts:1479-1492,"if (now - entry.timestamp > this.CACHE_TTL_MS) this.userCache.delete(key);",2026-05-25T16:30:00Z,L7_chunk_04
166,./server/src/services/advanced/livenessDetectionService.ts,308,N/A,.delete(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/livenessDetectionService.ts:296-376,"this.activeChallenges.delete(challengeId);",2026-05-25T16:30:00Z,L7_chunk_04
167,./server/src/services/advanced/livenessDetectionService.ts,347,N/A,.delete(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/livenessDetectionService.ts:296-376,"this.activeChallenges.delete(challengeId);",2026-05-25T16:30:00Z,L7_chunk_04
168,./server/src/services/advanced/livenessDetectionService.ts,1128,N/A,.delete(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/livenessDetectionService.ts:1124-1134,"if (now > challenge.expiresAt) this.activeChallenges.delete(id);",2026-05-25T16:30:00Z,L7_chunk_04
169,./server/src/services/advanced/mlModelsService.ts,1033,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/mlModelsService.ts:980-1074,"action: 'ml_models.classification_trained'; organizationId; hash: modelId;",2026-05-25T16:30:00Z,L7_chunk_04
170,./server/src/services/advanced/mlModelsService.ts,1137,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/mlModelsService.ts:1079-1159,"action: 'ml_models.regression_trained'; organizationId; hash: modelId;",2026-05-25T16:30:00Z,L7_chunk_04
171,./server/src/services/advanced/mqttService.ts,173,N/A,.delete(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/mqttService.ts:115-195,"this.subscriptions.delete(topic);",2026-05-25T16:30:00Z,L7_chunk_04
172,./server/src/services/advanced/mqttService.ts,281,ioTDevice,.update(,ORG_IN_FUNC_NOT_IN_WRITE,SYSTEM_LEVEL_NO_ORG_REQUIRED,server/src/services/advanced/mqttService.ts:264-300,"const device = await prisma.ioTDevice.findFirst({ where: { deviceId; }; });",2026-05-25T16:30:00Z,L7_chunk_04
173,./server/src/services/advanced/mqttService.ts,317,ioTDevice,.update(,ORG_IN_FUNC_NOT_IN_WRITE,SYSTEM_LEVEL_NO_ORG_REQUIRED,server/src/services/advanced/mqttService.ts:305-329,"const device = await prisma.ioTDevice.findFirst({ where: { deviceId }; });",2026-05-25T16:30:00Z,L7_chunk_04
174,./server/src/services/advanced/mqttService.ts,347,edgeComplianceCheck,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/mqttService.ts:334-385,"organizationId: device.organizationId;",2026-05-25T16:30:00Z,L7_chunk_04
175,./server/src/services/advanced/multimodalIntakeService.ts,498,transcriptionResult,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/multimodalIntakeService.ts:491-571,"data: { organizationId; evidenceId; text: result.text; ... }",2026-05-25T16:30:00Z,L7_chunk_04
176,./server/src/services/advanced/neuroSymbolicAIService.ts,1355,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/neuroSymbolicAIService.ts:1349-1429,"organizationId; hash: crypto.randomBytes(16).toString('hex');",2026-05-25T16:30:00Z,L7_chunk_04
177,./server/src/services/advanced/neuroSymbolicAIService.ts,1378,neuroSymbolicReasoning,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/neuroSymbolicAIService.ts:1375-1455,"organizationId: reasoning.organizationId;",2026-05-25T16:30:00Z,L7_chunk_04
178,./server/src/services/advanced/neuroSymbolicAIService.ts,1406,ruleInference,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/neuroSymbolicAIService.ts:1403-1483,"organizationId: inference.organizationId;",2026-05-25T16:30:00Z,L7_chunk_04
179,./server/src/services/advanced/neuroSymbolicAIService.ts,1499,ruleInference,.update(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/neuroSymbolicAIService.ts:1491-1571,"where: { id: inferenceId; organizationId; }",2026-05-25T16:30:00Z,L7_chunk_04
180,./server/src/services/advanced/neuroSymbolicAIService.ts,1835,N/A,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/neuroSymbolicAIService.ts:1789-1847,"this._knowledgeGraphCache?.delete(cacheKey);",2026-05-25T16:30:00Z,L7_chunk_04
181,./server/src/services/advanced/physicalAIService.ts,209,ioTDevice,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/physicalAIService.ts:149-260,"data: { id: deviceUuid; organizationId; deviceId: device.deviceId; ... }",2026-05-25T16:30:00Z,L7_chunk_04
182,./server/src/services/advanced/physicalAIService.ts,256,ioTDevice,.update(,ORG_SCOPED,PARENT_ORG_VERIFIED,server/src/services/advanced/physicalAIService.ts:175-260,"existingDevice findFirst includes organizationId; dbDevice created with organizationId; then update by dbDevice.id",2026-05-25T16:30:00Z,L7_chunk_04
183,./server/src/services/advanced/physicalAIService.ts,262,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/physicalAIService.ts:260-280,"userId; organizationId; hash: crypto.randomBytes(16).toString('hex');",2026-05-25T16:30:00Z,L7_chunk_04
184,./server/src/services/advanced/physicalAIService.ts,414,ioTDevice,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/advanced/physicalAIService.ts:387-438,"const device = await prisma.ioTDevice.findFirst({ where: { deviceId; organizationId; }; });",2026-05-25T16:30:00Z,L7_chunk_04
185,./server/src/services/advanced/physicalAIService.ts,419,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/physicalAIService.ts:387-438,"userId; organizationId; hash: crypto.randomBytes(16).toString('hex');",2026-05-25T16:30:00Z,L7_chunk_04
186,./server/src/services/advanced/physicalAIService.ts,453,ioTDevice,.updateMany(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/physicalAIService.ts:443-488,"where: { deviceId; organizationId; };",2026-05-25T16:30:00Z,L7_chunk_04
187,./server/src/services/advanced/physicalAIService.ts,502,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/physicalAIService.ts:493-525,"userId: 'system'; organizationId; hash: crypto.randomBytes(16).toString('hex');",2026-05-25T16:30:00Z,L7_chunk_04
188,./server/src/services/advanced/physicalAIService.ts,538,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/physicalAIService.ts:529-562,"userId: 'system'; organizationId; hash:",2026-05-25T16:30:00Z,L7_chunk_04
189,./server/src/services/advanced/physicalAIService.ts,629,edgeComplianceCheck,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/physicalAIService.ts:567-660,"data: { deviceId: device.id; organizationId; checkType: check.checkType; ... }",2026-05-25T16:30:00Z,L7_chunk_04
190,./server/src/services/advanced/physicalAIService.ts,643,ioTDevice,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/advanced/physicalAIService.ts:567-660,"const device = await prisma.ioTDevice.findFirst({ where: { deviceId; organizationId; }; });",2026-05-25T16:30:00Z,L7_chunk_04
191,./server/src/services/advanced/physicalAIService.ts,1157,N/A,crypto.update(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/physicalAIService.ts:1146-1212,"crypto.createHash('sha256').update(dataString).digest('hex');",2026-05-25T16:30:00Z,L7_chunk_04
192,./server/src/services/advanced/physicalAIService.ts,1166,N/A,crypto.update(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/physicalAIService.ts:1146-1212,"crypto.createHmac('sha256'; ATTESTATION_SECRET).update(attestationHash).digest('hex');",2026-05-25T16:30:00Z,L7_chunk_04
193,./server/src/services/advanced/physicalAIService.ts,1179,ioTDevice,.updateMany(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/physicalAIService.ts:1146-1212,"where: { deviceId; organizationId; };",2026-05-25T16:30:00Z,L7_chunk_04
194,./server/src/services/advanced/physicalAIService.ts,1191,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/physicalAIService.ts:1146-1212,"userId: 'system'; organizationId; hash: attestationHash;",2026-05-25T16:30:00Z,L7_chunk_04
195,./server/src/services/advanced/physicalAIService.ts,1333,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/physicalAIService.ts:1217-1360,"userId: 'system'; organizationId; hash: crypto.randomBytes(16).toString('hex');",2026-05-25T16:30:00Z,L7_chunk_04
196,./server/src/services/advanced/physicalAIService.ts,1647,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/physicalAIService.ts:1641-1665,"userId: 'system'; organizationId; hash: crypto.randomBytes(16).toString('hex');",2026-05-25T16:30:00Z,L7_chunk_04
197,./server/src/services/advanced/physicalAIService.ts,2968,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/physicalAIService.ts:2816-3000,"action: 'physical_ai.firmware_validated'; organizationId; hash: firmware.hash;",2026-05-25T16:30:00Z,L7_chunk_04
198,./server/src/services/advanced/redTeamService.ts,247,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/redTeamService.ts:229-260,"userId; organizationId; hash: (await import('crypto')).randomBytes(16).toString('hex');",2026-05-25T16:30:00Z,L7_chunk_04
199,./server/src/services/advanced/redTeamService.ts,299,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/redTeamService.ts:283-310,"userId; organizationId; hash: (await import('crypto')).randomBytes(16).toString('hex');",2026-05-25T16:30:00Z,L7_chunk_04
200,./server/src/services/advanced/redTeamService.ts,1059,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/redTeamService.ts:994-1085,"userId; organizationId; hash: require('crypto').randomBytes(16).toString('hex');",2026-05-25T16:30:00Z,L7_chunk_04
201,./server/src/services/advanced/redTeamService.ts,1373,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/redTeamService.ts:1337-1397,"data: { action: 'red_team.scan_scheduled'; ... userId; organizationId; hash: scheduleId; };",2026-05-25T16:30:00Z,L7_chunk_05
202,./server/src/services/advanced/redTeamService.ts,1632,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/redTeamService.ts:1607-1651,"userId; organizationId; hash: require('crypto').randomBytes(16).toString('hex');",2026-05-25T16:30:00Z,L7_chunk_05
203,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,188,regulatoryChange,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/regulatoryIntelligenceFabricService.ts:88-261,"data: { id: regulatoryChangeId; organizationId; regulationName: metadata.name; ... }",2026-05-25T16:30:00Z,L7_chunk_05
204,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,220,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/regulatoryIntelligenceFabricService.ts:88-261,"userId; organizationId; hash: crypto.randomBytes(16).toString('hex');",2026-05-25T16:30:00Z,L7_chunk_05
205,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,243,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/regulatoryIntelligenceFabricService.ts:88-261,"userId: userId || 'system'; organizationId; hash: require('crypto').randomBytes(16).toString('hex');",2026-05-25T16:30:00Z,L7_chunk_05
206,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,305,N/A,.update(,ORG_SCOPED,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/regulatoryIntelligenceFabricService.ts:299-336,"const hash = crypto.createHash('sha256').update(regulationText).digest('hex');",2026-05-25T16:30:00Z,L7_chunk_05
207,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,314,N/A,.update(,ORG_SCOPED,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/regulatoryIntelligenceFabricService.ts:299-336,"const existingHash = crypto.createHash('sha256').update(change.regulationText).digest('hex');",2026-05-25T16:30:00Z,L7_chunk_05
208,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,1152,regulatoryChange,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/regulatoryIntelligenceFabricService.ts:992-1202,"data: { organizationId; regulationName: `Conflict: ${conflict.regulation1 ...}`; jurisdiction; ... }",2026-05-25T16:30:00Z,L7_chunk_05
209,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,1176,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/regulatoryIntelligenceFabricService.ts:992-1202,"userId: 'system'; organizationId; hash: crypto.randomBytes(16).toString('hex');",2026-05-25T16:30:00Z,L7_chunk_05
210,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,1322,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/regulatoryIntelligenceFabricService.ts:1286-1338,"userId: 'system'; organizationId; hash: crypto.randomBytes(16).toString('hex');",2026-05-25T16:30:00Z,L7_chunk_05
211,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,1448,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/regulatoryIntelligenceFabricService.ts:1439-1466,"userId; organizationId; hash: crypto.randomBytes(16).toString('hex');",2026-05-25T16:30:00Z,L7_chunk_05
212,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,1620,frameworkControl,.update(,ORG_IN_FUNC_NOT_IN_WRITE,PARENT_ORG_VERIFIED,server/src/services/advanced/regulatoryIntelligenceFabricService.ts:1522-1736,"frameworks = prisma.complianceFramework.findMany({ where: { organizationId; id: { in: regulatoryChange.affectedFrameworks } } });",2026-05-25T16:30:00Z,L7_chunk_05
213,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,1642,frameworkControl,.create(,ORG_SCOPED,PARENT_ORG_VERIFIED,server/src/services/advanced/regulatoryIntelligenceFabricService.ts:1522-1736,"const verifiedFramework = await prisma.complianceFramework.findFirst({ where: { id: framework.id; organizationId: regulatoryChange.organizationId } });",2026-05-25T16:30:00Z,L7_chunk_05
214,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,1664,regulatoryChange,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/advanced/regulatoryIntelligenceFabricService.ts:1522-1736,"const regulatoryChange = await prisma.regulatoryChange.findFirst({ where: { id: regulatoryChangeId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_05
215,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,1673,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/regulatoryIntelligenceFabricService.ts:1522-1736,"userId; organizationId; hash: crypto.randomBytes(16).toString('hex');",2026-05-25T16:30:00Z,L7_chunk_05
216,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,1718,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/regulatoryIntelligenceFabricService.ts:1522-1736,"userId: userId || 'system'; organizationId; hash: crypto.randomBytes(16).toString('hex');",2026-05-25T16:30:00Z,L7_chunk_05
217,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,1820,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/regulatoryIntelligenceFabricService.ts:1783-1835,"userId; organizationId; hash: checkpointId;",2026-05-25T16:30:00Z,L7_chunk_05
218,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,1923,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/regulatoryIntelligenceFabricService.ts:1911-1974,"userId; organizationId; hash: approvalId;",2026-05-25T16:30:00Z,L7_chunk_05
219,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,2016,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/regulatoryIntelligenceFabricService.ts:1979-2042,"userId; organizationId; hash: crypto.randomBytes(16).toString('hex');",2026-05-25T16:30:00Z,L7_chunk_05
220,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,2073,frameworkControl,.update(,ORG_IN_FUNC_NOT_IN_WRITE,PARENT_ORG_VERIFIED,server/src/services/advanced/regulatoryIntelligenceFabricService.ts:2047-2111,"const checkpointLog = await prisma.auditLog.findFirst({ where: { organizationId; hash: checkpointId; action: 'rif.checkpoint_created' } });",2026-05-25T16:30:00Z,L7_chunk_05
221,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,2089,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/regulatoryIntelligenceFabricService.ts:2047-2111,"userId; organizationId; hash: crypto.randomBytes(16).toString('hex');",2026-05-25T16:30:00Z,L7_chunk_05
222,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,2232,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/regulatoryIntelligenceFabricService.ts:2171-2248,"userId: 'system'; organizationId; hash: crypto.randomBytes(16).toString('hex');",2026-05-25T16:30:00Z,L7_chunk_05
223,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,2331,N/A,.update(,ORG_SCOPED,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/regulatoryIntelligenceFabricService.ts:2253-2400,"const itemHash = crypto.createHash('sha256').update(item.url || item.title || '').digest('hex');",2026-05-25T16:30:00Z,L7_chunk_05
224,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,2360,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/regulatoryIntelligenceFabricService.ts:2253-2400,"userId: 'system'; organizationId; hash: crypto.randomBytes(16).toString('hex');",2026-05-25T16:30:00Z,L7_chunk_05
225,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,2608,N/A,.update(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/regulatoryIntelligenceFabricService.ts:2589-2638,"const contentHash = crypto.createHash('sha256').update(response.data).digest('hex');",2026-05-25T16:30:00Z,L7_chunk_05
226,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,2618,regulatoryFeed,.updateMany(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/regulatoryIntelligenceFabricService.ts:2589-2638,"await prisma.regulatoryFeed.updateMany({ where: { id: feed.id; organizationId }; data: { lastHash: contentHash; updatedAt: new Date() } });",2026-05-25T16:30:00Z,L7_chunk_05
227,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,2718,regulatoryFeed,.updateMany(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/regulatoryIntelligenceFabricService.ts:2710-2750,"await prisma.regulatoryFeed.updateMany({ where: { id: feedId; organizationId }; data: { status; lastPolledAt: new Date(); ... } });",2026-05-25T16:30:00Z,L7_chunk_05
228,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,2733,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/regulatoryIntelligenceFabricService.ts:2710-2750,"userId: 'system'; organizationId; hash: crypto.randomBytes(16).toString('hex');",2026-05-25T16:30:00Z,L7_chunk_05
229,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,2772,regulatoryFeed,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/regulatoryIntelligenceFabricService.ts:2755-2814,"data: { organizationId; name: feed.name; url: feed.url; feedType: feed.feedType; ... }",2026-05-25T16:30:00Z,L7_chunk_05
230,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,2797,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/regulatoryIntelligenceFabricService.ts:2755-2814,"userId; organizationId; hash: dbFeed.id;",2026-05-25T16:30:00Z,L7_chunk_05
231,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,2826,regulatoryFeed,.deleteMany(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/regulatoryIntelligenceFabricService.ts:2819-2849,"await prisma.regulatoryFeed.deleteMany({ where: { id: feedId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_05
232,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,2834,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/regulatoryIntelligenceFabricService.ts:2819-2849,"userId; organizationId; hash: crypto.randomBytes(16).toString('hex');",2026-05-25T16:30:00Z,L7_chunk_05
233,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,2894,regulatoryFeed,.updateMany(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/regulatoryIntelligenceFabricService.ts:2880-2944,"await prisma.regulatoryFeed.updateMany({ where: { id: feedId; organizationId }; data: { ...updates; updatedAt: new Date() } });",2026-05-25T16:30:00Z,L7_chunk_05
234,./server/src/services/advanced/regulatoryIntelligenceFabricService.ts,2918,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/regulatoryIntelligenceFabricService.ts:2880-2944,"userId; organizationId; hash: feedId;",2026-05-25T16:30:00Z,L7_chunk_05
235,./server/src/services/advanced/swarmTaskAllocationService.ts,328,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/swarmTaskAllocationService.ts:287-351,"userId: 'system'; organizationId; hash: crypto.randomBytes(16).toString('hex');",2026-05-25T16:30:00Z,L7_chunk_05
236,./server/src/services/advanced/swarmTaskAllocationService.ts,383,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/swarmTaskAllocationService.ts:363-404,"userId: 'system'; organizationId; hash: crypto.randomBytes(16).toString('hex');",2026-05-25T16:30:00Z,L7_chunk_05
237,./server/src/services/advanced/swarmTaskAllocationService.ts,416,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/swarmTaskAllocationService.ts:409-431,"userId: 'system'; organizationId; hash: crypto.randomBytes(16).toString('hex');",2026-05-25T16:30:00Z,L7_chunk_05
238,./server/src/services/advanced/swarmTaskAllocationService.ts,450,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/swarmTaskAllocationService.ts:436-467,"userId: 'system'; organizationId; hash: crypto.randomBytes(16).toString('hex');",2026-05-25T16:30:00Z,L7_chunk_05
239,./server/src/services/advanced/swarmTaskAllocationService.ts,575,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/swarmTaskAllocationService.ts:502-598,"userId; organizationId; hash: crypto.randomBytes(16).toString('hex');",2026-05-25T16:30:00Z,L7_chunk_05
240,./server/src/services/advanced/swarmTaskAllocationService.ts,1067,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/swarmTaskAllocationService.ts:1020-1096,"userId: 'system'; organizationId: task.organizationId; hash: checkpoint.id;",2026-05-25T16:30:00Z,L7_chunk_05
241,./server/src/services/advanced/swarmTaskAllocationService.ts,1174,N/A,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/swarmTaskAllocationService.ts:1101-1204,"this.activeTasks.delete(taskId);",2026-05-25T16:30:00Z,L7_chunk_05
