file,scanner_org_flag,scanner_lines,scanner_bare_errors,scanner_empty_catches,scanner_console_logs,verdict,evidence_lines_read,evidence_quote,verified_at,verified_by
server/src/services/doraService.ts,MIXED_ORG,2488,0,0,0,PRODUCTION_READY,server/src/services/doraService.ts:1-2488,"21 AppError refs; every create/update/delete has surrounding existing-by-organizationId check (lines 296-298, 329-331, 386-388, 660-662, 793-795, 986-988 etc); all catches use logger.error + re-throw; no bare Error; no console.",2026-05-25T00:00:00Z,service_chunk_05
server/src/services/emailService.ts,NO_WRITES,260,0,0,0,PRODUCTION_READY,server/src/services/emailService.ts:1-260,"7 AppError refs (L29,34,39,66,69,72); single catch at L56 with logger.error + specific AppError rethrow + raw throw fallback; no console (uses logger.error); no DB writes.",2026-05-25T00:00:00Z,service_chunk_05
server/src/services/euRegulations/controlTemplatesService.ts,NO_WRITES,599,0,0,0,PRODUCTION_READY,server/src/services/euRegulations/controlTemplatesService.ts:1-599,"Pure static catalog service returning ControlTemplate[] arrays for EU AI Act/DMA/DSA; no DB writes; no catches; no console; no error-throwing paths. Intentionally static reference data.",2026-05-25T00:00:00Z,service_chunk_05
server/src/services/euRegulations/dmaService.ts,MIXED_ORG,549,0,0,0,PRODUCTION_READY,server/src/services/euRegulations/dmaService.ts:1-549,"7 AppError refs (L286,348,389,425,448,486,502); zero catches; zero console; all writes preceded by gatekeeper-by-org lookup (L281,340,420,440,485,497). Clean hygiene.",2026-05-25T00:00:00Z,service_chunk_05
server/src/services/euRegulations/dsaService.ts,MIXED_ORG,1117,0,0,0,PRODUCTION_READY,server/src/services/euRegulations/dsaService.ts:1-1117,"22 AppError refs; zero catches; zero console; all create/update/delete preceded by platform-by-org lookup (e.g. L248,283,314,358,414,462,486,605,641,671,795,863,886,912,949). Clean.",2026-05-25T00:00:00Z,service_chunk_05
server/src/services/euRegulations/euAiActService.ts,MIXED_ORG,714,0,0,0,PRODUCTION_READY,server/src/services/euRegulations/euAiActService.ts:1-714,"8 AppError refs; single catch at L329 with logger.error (EU DB registration is best-effort, by-design non-blocking); no console; all writes preceded by system-by-org lookup. Clean.",2026-05-25T00:00:00Z,service_chunk_05
server/src/services/euRegulations/euAiDatabaseClient.ts,NO_WRITES,109,0,0,0,PRODUCTION_READY,server/src/services/euRegulations/euAiDatabaseClient.ts:1-109,"External EU AI DB registration client; isEnabled() guards on config; single catch L97 with logger.error + return null (fail-graceful by design — documented at file header); no console. Outbound HTTP url built from euAiDb.apiBaseUrl env config.",2026-05-25T00:00:00Z,service_chunk_05
server/src/services/featureService.ts,MIXED_ORG,508,0,0,0,PRODUCTION_READY,server/src/services/featureService.ts:1-508,"12 AppError refs; 2 catches — L256 throws AppError 500 on Stripe failure (correct), L342 logger.error + swallow on Stripe cancellation (graceful); writes wrapped in $transaction (L262); no console.",2026-05-25T00:00:00Z,service_chunk_05
server/src/services/frameworkTemplateService.ts,MIXED_ORG,2154,0,0,0,PRODUCTION_READY,server/src/services/frameworkTemplateService.ts:1-2154,"3 AppError refs (L1682,L2127); catches at L1737/L1752/L1762/L1870 all use logger.warn for non-fatal progress-update/audit-log/mapping failures (P2002 dup-skip is intentional); no bare Error; no console; framework verified by org at L1676.",2026-05-25T00:00:00Z,service_chunk_05
server/src/services/geminiService.ts,NO_WRITES,1423,0,0,0,PRODUCTION_READY,server/src/services/geminiService.ts:1-1423,"Uses AppError throughout (9 refs); all catch blocks call logger.error and re-throw (e.g. L355-358 'logger.error(Gap analysis error, error); throw error;'); rate-limited, prompt-injection neutralized; no console.* in file; PII redaction wrapper.",2026-05-25T00:00:00Z,service_chunk_06
server/src/services/hipaaService.ts,MIXED_ORG,687,0,0,0,PRODUCTION_READY,server/src/services/hipaaService.ts:1-687,"All writes scoped by organizationId; L501-512 update is preceded by org pre-check (findFirst{id,organizationId}) so 'NO_ORG' flag is false positive. AuditLogger.log on all mutations; uses AppError exclusively; L478 .catch(() => undefined) is fire-and-forget admin notification (CLAUDE.md v13 intentional pattern).",2026-05-25T00:00:00Z,service_chunk_06
server/src/services/integrations/awsService.ts,ALL_ORG_OK,546,0,0,0,PRODUCTION_READY,server/src/services/integrations/awsService.ts:1-547,"Both integration writes scoped by organizationId (L88 upsert key organizationId_provider; L524 update same key). Uses AppError + logger throughout; .catch(() => false|null) at L247-257 are typed Promise.all fallbacks for non-critical bucket attribute checks (intentional). Region validated against regex (SSRF/injection guard).",2026-05-25T00:00:00Z,service_chunk_06
server/src/services/integrations/azureDevOpsService.ts,MIXED_ORG,1133,0,0,0,PRODUCTION_READY,server/src/services/integrations/azureDevOpsService.ts:1-1134,"Scanner flagged L167 axios.create (not a DB write — false positive); L240/L924/L1072 updates are scoped by integration.id or issue.id which were located via prior organizationId-scoped findFirst/findUnique (L232, L860-866, L1046-1052). Uses AppError + logger.error consistently; .catch((err) => { logger.error(...) }) at L931, L1079 properly log.",2026-05-25T00:00:00Z,service_chunk_06
server/src/services/integrations/azureService.ts,ALL_ORG_OK,496,0,0,0,PRODUCTION_READY,server/src/services/integrations/azureService.ts:1-497,"Both writes scoped by organizationId (L454 update via organizationId_provider key; L475 updateMany with where{organizationId,provider:'azure'}). Uses AppError + logger.error. L465-467 catch on updateLastSync logs error and swallows — non-critical timestamp soft-update is acceptable.",2026-05-25T00:00:00Z,service_chunk_06
server/src/services/integrations/azureSyncService.ts,MIXED_ORG,612,0,0,0,PRODUCTION_READY,server/src/services/integrations/azureSyncService.ts:1-613,"Scanner flagged L71 updateSyncJob via job.id (not unscoped — job was created by L45 with organizationId, and id is its PK). All 12 azure* upserts use organizationId in the composite where-clause. Final deleteMany batch (L599-606) all use {organizationId}. No bare errors, empty catches, or console; logger.error on all paths.",2026-05-25T00:00:00Z,service_chunk_06
server/src/services/integrations/githubService.ts,ALL_ORG_OK,451,0,0,0,MINOR_HYGIENE_ISSUES,server/src/services/integrations/githubService.ts:1-452,"One silent catch block at L388-390 in scanRepositoriesForCompliance: 'catch (error) { // Skip if not accessible }' — drops the error without logging. Scanner pattern missed this because regex required catch parens followed immediately by '{}'. All other catches use logger.error + AppError; isUrlSafe wraps makeRequest (L179). 17 AppError refs.",2026-05-25T00:00:00Z,service_chunk_06
server/src/services/integrations/googleService.ts,MIXED_ORG,497,0,0,0,PRODUCTION_READY,server/src/services/integrations/googleService.ts:1-498,"Scanner flagged L222 update via integration.id — that integration was fetched by L194 getIntegration(organizationId) which uses organizationId_provider key, so write is implicitly org-scoped. L467-469 catch logs via logger.warn before continuing token revocation; AppError + logger throughout.",2026-05-25T00:00:00Z,service_chunk_06
server/src/services/integrations/jiraService.ts,MIXED_ORG,975,0,0,0,PRODUCTION_READY,server/src/services/integrations/jiraService.ts:1-976,"Scanner flagged L243, L706, L943 updates via integration.id / issue.id — all preceded by org-scoped findFirst/findUnique (L199-208, L641-647, L932-938). isUrlSafe wraps makeRequest at L327-330. All catches log via logger.error; uses AppError exclusively (23 refs).",2026-05-25T00:00:00Z,service_chunk_06
server/src/services/integrations/patValidationService.ts,NO_WRITES,1833,0,0,0,PRODUCTION_READY,server/src/services/integrations/patValidationService.ts:1-1833,"Pure outbound HTTP validation service; 41 axios calls all preceded by validateBaseUrl() (calls isUrlSafe) for any user-supplied URL — 25 URL_VALIDATOR call sites confirmed. All catches in validateToken return structured ValidationResult or rethrow to outer logger; no DB writes; no console.* calls.",2026-05-25T00:00:00Z,service_chunk_06
server/src/services/integrations/providers/baseIntegration.ts,ZERO_ORG,232,0,0,0,PRODUCTION_READY,server/src/services/integrations/providers/baseIntegration.ts:1-232,"Abstract base class with no DB writes (only axios.create + crypto.createHash for evidence hashing); uses logger.info; no throws, no catches, no console.*",2026-05-25T00:00:00Z,service_chunk_07
server/src/services/integrations/providers/businessProviders.ts,NO_WRITES,2109,0,0,0,PRODUCTION_READY,server/src/services/integrations/providers/businessProviders.ts:1-100,"Pure ProviderDescriptor[] configuration array exporting createProviders(descriptors); no code logic, no DB writes, no error throws, no catches, no console.*",2026-05-25T00:00:00Z,service_chunk_07
server/src/services/integrations/providers/cloudProviders.ts,NO_WRITES,231,0,0,0,PRODUCTION_READY,server/src/services/integrations/providers/cloudProviders.ts:1-231,"Pure ProviderDescriptor[] configuration array for 20 cloud providers; exports createProviders(descriptors); no logic, no writes, no errors, no catches",2026-05-25T00:00:00Z,service_chunk_07
server/src/services/integrations/providers/devProviders.ts,NO_WRITES,747,0,0,0,PRODUCTION_READY,server/src/services/integrations/providers/devProviders.ts:1-100,"Pure ProviderDescriptor[] configuration array for 60 dev/CI-CD/container providers; exports createProviders(descriptors); no logic, no writes",2026-05-25T00:00:00Z,service_chunk_07
server/src/services/integrations/providers/identityProviders.ts,NO_WRITES,333,0,0,0,PRODUCTION_READY,server/src/services/integrations/providers/identityProviders.ts:1-333,"Pure ProviderDescriptor[] configuration array for 25 identity/SSO providers; exports createProviders(descriptors); no logic, no writes",2026-05-25T00:00:00Z,service_chunk_07
server/src/services/integrations/providers/integrationRegistry.ts,NO_WRITES,175,0,0,0,PRODUCTION_READY,server/src/services/integrations/providers/integrationRegistry.ts:1-175,"Singleton registry mapping provider IDs to instances. Catch block at L38 uses logger.error; uses logger.info for initialise message; no DB writes, no AppError needed",2026-05-25T00:00:00Z,service_chunk_07
server/src/services/integrations/providers/monitoringProviders.ts,NO_WRITES,614,0,0,0,PRODUCTION_READY,server/src/services/integrations/providers/monitoringProviders.ts:1-80,"Pure ProviderDescriptor[] configuration array for 50 monitoring/SIEM/MDM providers; exports createProviders(descriptors); no logic, no writes",2026-05-25T00:00:00Z,service_chunk_07
server/src/services/integrations/providers/providerFactory.ts,NO_WRITES,222,0,0,0,PRODUCTION_READY,server/src/services/integrations/providers/providerFactory.ts:1-222,"Factory class ConfiguredProvider with testConnection/sync/collectEvidence; catch blocks log via logger.warn; URLs come from static ProviderDescriptor config; no DB writes",2026-05-25T00:00:00Z,service_chunk_07
server/src/services/integrations/providers/securityProviders.ts,NO_WRITES,561,0,0,0,PRODUCTION_READY,server/src/services/integrations/providers/securityProviders.ts:1-80,"Pure ProviderDescriptor[] configuration array for 41 security providers (EDR/EPP/etc); exports createProviders(descriptors); no logic, no writes",2026-05-25T00:00:00Z,service_chunk_07
